StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent_form,part1_id,age,gender,study_timer_First Click,study_timer_Last Click,study_timer_Page Submit,study_timer_Click Count,prior_knowledge_1,Q_RecaptchaStatus,Q_RecaptchaError,Q_BallotBoxStuffing,PROLIFIC_PID,Video
21/04/2026 10:24,21/04/2026 10:29,IP Address,100,323,TRUE,21/04/2026 10:29,R_8rhZ560PMY4kHDD,anonymous,EN,0.400000006,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",63d7c110ae88487271c4bfd1,35,Male,2.925,282.996,286.896,4,6,complete,,,63d7c110ae88487271c4bfd1,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,364,TRUE,21/04/2026 10:30,R_8jdC7VlwX7vm7BT,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",670d2513894d1c633eeb11a6,28,Male,0,0,288.702,0,1,complete,,,670d2513894d1c633eeb11a6,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,341,TRUE,21/04/2026 10:30,R_8Y2NpQYyeFqWgDs,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5df0c64767a23610ed01d9c7,35,Female,0,0,286.997,0,1,complete,,,5df0c64767a23610ed01d9c7,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,355,TRUE,21/04/2026 10:30,R_8fwg9P4pgOlA0Bk,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5ae88efd9d82560001bdc598,58,Female,0,0,290.117,0,2,complete,,,5ae88efd9d82560001bdc598,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,346,TRUE,21/04/2026 10:30,R_2OE6hjxTs72BIfI,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5f35050d72e95343c64aef66,55,Female,0,0,287.394,0,1,complete,,,5f35050d72e95343c64aef66,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,368,TRUE,21/04/2026 10:30,R_8qsee4KqyxZnv0q,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",6760a1e051f418d6ac0490d8,35,Male,39.644,39.644,307.076,1,2,complete,,,6760a1e051f418d6ac0490d8,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,346,TRUE,21/04/2026 10:30,R_2ab5vqtpKGY0zHk,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5b7550cb09105000015131ae,38,Male,0,0,286.174,0,1,complete,,,5b7550cb09105000015131ae,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,357,TRUE,21/04/2026 10:30,R_2rYdbqp17nZcvRu,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",58713c5e58ca4c00018ce3ea,57,Female,5.659,292.43,293.634,2,1,complete,,,58713c5e58ca4c00018ce3ea,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,359,TRUE,21/04/2026 10:30,R_2SuItqBD5Fm3gty,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",615cb147f04efc8a8c2ff1e5,54,Female,6.511,283.171,287.032,2,1,complete,,,615cb147f04efc8a8c2ff1e5,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,364,TRUE,21/04/2026 10:30,R_2r2n9yN4J8zTsJp,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5a1dda5480acd8000104a12b,32,Female,291.961,291.961,296.378,1,1,complete,,,5a1dda5480acd8000104a12b,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,356,TRUE,21/04/2026 10:30,R_8ZDmKlIyvQu28zy,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",62b8b2be4c2b1d481f4f68c0,43,Male,0,0,286.76,0,2,complete,,,62b8b2be4c2b1d481f4f68c0,Tea
21/04/2026 10:25,21/04/2026 10:30,IP Address,100,343,TRUE,21/04/2026 10:30,R_86P3djWfeODsVGN,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",639f294882a3797f77a3dd81,54,Male,0,0,287.314,0,2,complete,,,639f294882a3797f77a3dd81,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,367,TRUE,21/04/2026 10:30,R_8NzcnAlfJuqc14J,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",6978ca0e47e0a4549d470ae7,31,Female,0,0,297.943,0,2,complete,,,6978ca0e47e0a4549d470ae7,Tea
21/04/2026 10:25,21/04/2026 10:30,IP Address,100,337,TRUE,21/04/2026 10:30,R_8R95k0n0TjP9pdr,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5e4feb8037713502e9ed364b,24,Female,7.075,285.39,286.294,4,2,complete,,,5e4feb8037713502e9ed364b,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,359,TRUE,21/04/2026 10:30,R_8LjxFoN6qJ38HX6,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",60f20aac9a3cd813c94175b4,43,Female,288.256,288.256,289.511,1,1,complete,,,60f20aac9a3cd813c94175b4,Tea
21/04/2026 10:24,21/04/2026 10:30,IP Address,100,382,TRUE,21/04/2026 10:30,R_2JQn35r6306khG5,anonymous,EN,1,"I confirm that I understand that by ticking/initialling each box below I am consenting to this element of the study. I understand that it will be assumed that unticked/initialled boxes means that I DO NOT consent to that part of the study. I understand that by not giving consent for any one element that I may be deemed ineligible for the study.,I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",57d42e23f7b8540001e77bfc,48,Female,0,0,294.694,0,2,complete,,,57d42e23f7b8540001e77bfc,Tea
