StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent_form,part1_id,age,gender,study_timer_First Click,study_timer_Last Click,study_timer_Page Submit,study_timer_Click Count,prior_knowledge_1,PROLIFIC_PID,Video
26/11/2025 03:10,26/11/2025 03:16,0,100,359,1,26/11/2025 03:16,R_87yg7V5SxNS8SZ3,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5eaec18fbb7b8901200d16dd,55,2,0,0,293.069,0,2,5eaec18fbb7b8901200d16dd,Tea
26/11/2025 03:11,26/11/2025 03:16,0,100,346,1,26/11/2025 03:16,R_2l5fIQ4qUHVeHFj,anonymous,EN,0.5,"1,2,3,4,5,6,7,8,9",58bef6fd31de840001e84ba0,41,1,0,0,290.301,0,1,58bef6fd31de840001e84ba0,Tea
26/11/2025 03:10,26/11/2025 03:16,0,100,363,1,26/11/2025 03:16,R_252VGOHUjkYU6C5,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",6329c13285c93cafdf51ed77,45,1,0,0,290.051,0,3,6329c13285c93cafdf51ed77,Tea
26/11/2025 03:11,26/11/2025 03:16,0,100,341,1,26/11/2025 03:16,R_2kOqrn75grhYcr8,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",62a338fe5f31e62c27dc5e66,36,1,0,0,287.527,0,1,62a338fe5f31e62c27dc5e66,Tea
26/11/2025 03:11,26/11/2025 03:17,0,100,344,1,26/11/2025 03:17,R_2YOvVneV9rAoVZ7,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5737270f14f69e000d7bc08a,32,1,0,0,290.943,0,1,5737270f14f69e000d7bc08a,Tea
26/11/2025 03:11,26/11/2025 03:17,0,100,336,1,26/11/2025 03:17,R_2fm15UQ22eSoFHg,anonymous,EN,0.100000001,"1,2,3,4,5,6,7,8,9",6530316e660f5b8d9c11c00e,46,1,0,0,289.838,0,3,6530316e660f5b8d9c11c00e,Tea
26/11/2025 03:10,26/11/2025 03:17,0,100,376,1,26/11/2025 03:17,R_8r11uzWCfF5gBeF,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5f3013e31c8a690aacb02c31,33,2,286.535,286.535,289.277,1,2,5f3013e31c8a690aacb02c31,Tea
26/11/2025 03:11,26/11/2025 03:17,0,100,371,1,26/11/2025 03:17,R_2tglFy23IImvQR4,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",6773f9ecbf8a434754bdbdab,32,2,0,0,289.776,0,1,6773f9ecbf8a434754bdbdab,Tea
26/11/2025 03:11,26/11/2025 03:17,0,100,366,1,26/11/2025 03:17,R_2dfwjw2vEycN1S1,anonymous,EN,0.800000012,"1,2,3,4,5,6,7,8,9",597a72293a82ba000141d7b0,66,2,0,0,291.865,0,1,597a72293a82ba000141d7b0,Tea
26/11/2025 03:11,26/11/2025 03:17,0,100,346,1,26/11/2025 03:17,R_2aQ7KxuIhbvaGr6,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5e7dfc715acd1402882e93eb,61,1,18.764,285.95,287.5,2,4,5e7dfc715acd1402882e93eb,Tea
26/11/2025 03:11,26/11/2025 03:17,0,100,354,1,26/11/2025 03:17,R_2cZLscltJrwn1O0,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5d41925ef7b99500012b960e,48,1,0,0,290.267,0,2,5d41925ef7b99500012b960e,Tea
26/11/2025 03:11,26/11/2025 03:17,0,100,354,1,26/11/2025 03:17,R_8DFNFSiaGSavuxb,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",60f5d1dfd8ff71196982160b,52,1,0,0,287.294,0,2,60f5d1dfd8ff71196982160b,Tea
26/11/2025 03:11,26/11/2025 03:17,0,100,333,1,26/11/2025 03:17,R_8gtkfVfWda0kSd7,anonymous,EN,0.899999976,"1,2,3,4,5,6,7,8,9",5e203085ac30fa331b586690,32,2,2.914,2.914,286.632,1,3,5e203085ac30fa331b586690,Tea
26/11/2025 03:11,26/11/2025 03:17,0,100,392,1,26/11/2025 03:17,R_8gISak6LYr0AHEh,anonymous,EN,0.800000012,"1,2,3,4,5,6,7,8,9",672cc816106e96c0344581bb,33,1,0,0,304.507,0,3,672cc816106e96c0344581bb,Tea
26/11/2025 03:11,26/11/2025 03:17,0,100,381,1,26/11/2025 03:17,R_8dlIwlGMWjuRYqI,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",582f8bbd4cadc80001b0fbd3,39,1,6.274,291.717,292.917,2,2,582f8bbd4cadc80001b0fbd3,Tea
26/11/2025 03:11,26/11/2025 03:18,0,100,371,1,26/11/2025 03:18,R_2jiGZfj77aXmbGV,anonymous,EN,0.899999976,"1,2,3,4,5,6,7,8,9",5d59cb467ca41f0001e97e1f,48,2,290.083,290.083,291.62,1,1,5d59cb467ca41f0001e97e1f,Tea
26/11/2025 03:11,26/11/2025 03:18,0,100,403,1,26/11/2025 03:18,R_2ZHtJUycWwWFCzo,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5afbf02302b1b5000103e313,50,2,351.08,351.08,352.255,1,2,5afbf02302b1b5000103e313,Tea
26/11/2025 03:11,26/11/2025 03:18,0,100,385,1,26/11/2025 03:18,R_2QuJTQY9AnffwyS,anonymous,EN,0.699999988,"1,2,3,4,5,6,7,8,9",58d9300e33fef3000118a808,54,2,291.641,291.641,292.748,1,1,58d9300e33fef3000118a808,Tea
26/11/2025 03:12,26/11/2025 03:18,0,100,361,1,26/11/2025 03:18,R_8FXxU7BvcDKJ0BS,anonymous,EN,0.899999976,"1,2,3,4,5,6,7,8,9",5ea7e9f15bc7011d31958608,59,2,194.131,194.131,291.967,1,2,5ea7e9f15bc7011d31958608,Tea
26/11/2025 03:13,26/11/2025 03:19,0,100,333,1,26/11/2025 03:19,R_8mzoTRqoXioLf5g,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",56bbad070b36c4000b4d4ef9,53,1,0,0,287.267,0,3,56bbad070b36c4000b4d4ef9,Tea
26/11/2025 03:11,26/11/2025 03:19,0,100,437,1,26/11/2025 03:19,R_2JEMthUugYx3tKz,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5d7e3844fc5b4b0001bb0e1b,27,1,0,0,292.589,0,1,5d7e3844fc5b4b0001bb0e1b,Tea
26/11/2025 03:12,26/11/2025 03:19,0,100,406,1,26/11/2025 03:19,R_2ifziS2sbuqBYtz,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5cadbee8470c560001de5739,46,1,285.747,285.747,287.948,1,5,5cadbee8470c560001de5739,Tea
26/11/2025 03:13,26/11/2025 03:19,0,100,338,1,26/11/2025 03:19,R_2ly0y1VYa6GOuBm,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",61f2ad75a09e72f23cbaf8a0,42,1,0,0,290.449,0,1,61f2ad75a09e72f23cbaf8a0,Tea
26/11/2025 03:12,26/11/2025 03:19,0,100,387,1,26/11/2025 03:19,R_2eQL48jOApi9YRW,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5e25bb2adb62ba80c1c8571a,49,2,292.59,292.59,294.347,1,1,5e25bb2adb62ba80c1c8571a,Tea
26/11/2025 03:11,26/11/2025 03:19,0,100,466,1,26/11/2025 03:19,R_2mZSPZUPAXXb9AZ,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",66084cde8c8b94db6ce51ac9,35,2,6.517,206.98,293.236,4,2,66084cde8c8b94db6ce51ac9,Tea
26/11/2025 03:13,26/11/2025 03:19,0,100,371,1,26/11/2025 03:19,R_8d0v7cCEfxSf49z,anonymous,EN,0.400000006,"1,2,3,4,5,6,7,8,9",6440ec657d3df6f5223edc73,51,2,0,0,292.442,0,1,6440ec657d3df6f5223edc73,Tea
26/11/2025 03:13,26/11/2025 03:19,0,100,358,1,26/11/2025 03:19,R_8LEMbTIKmtukK77,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",650864268a31fd9d2b8f84ee,64,1,0,0,289.883,0,2,650864268a31fd9d2b8f84ee,Tea
26/11/2025 03:14,26/11/2025 03:19,0,100,330,1,26/11/2025 03:19,R_2OLBSU4iC5BUaNr,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5db1dbb351eb21000c443e58,41,2,0,0,287.549,0,1,5db1dbb351eb21000c443e58,Tea
26/11/2025 03:13,26/11/2025 03:20,0,100,405,1,26/11/2025 03:20,R_2pmVzuT1xl9WMqu,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5e1b6da99debf5393dfba2dc,49,2,0,0,328.822,0,2,5e1b6da99debf5393dfba2dc,Tea
26/11/2025 03:14,26/11/2025 03:20,0,100,353,1,26/11/2025 03:20,R_8e3BFmSNDAe2PSu,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",587249a2e9cb31000195ed09,63,1,0,0,292.002,0,4,587249a2e9cb31000195ed09,Tea
26/11/2025 03:13,26/11/2025 03:20,0,100,370,1,26/11/2025 03:20,R_8QJJ9Ry6WjHtNEG,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5ef0fcea28006f6b24913b02,40,1,300.881,301.091,302.015,2,2,5ef0fcea28006f6b24913b02,Tea
26/11/2025 03:12,26/11/2025 03:20,0,100,452,1,26/11/2025 03:20,R_8Ica1l5EZib48Vj,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",654e37a130d94b47675dcebe,35,1,138.009,138.009,295.122,1,2,654e37a130d94b47675dcebe,Tea
26/11/2025 03:13,26/11/2025 03:20,0,100,381,1,26/11/2025 03:20,R_8Pusw21bLG1PuwV,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5efcb50255a06b097b8d5d29,38,1,14.739,290.214,293.869,2,1,5efcb50255a06b097b8d5d29,Tea
26/11/2025 03:14,26/11/2025 03:20,0,100,375,1,26/11/2025 03:20,R_8CfxFoSqw4f7QPA,anonymous,EN,0.699999988,"1,2,3,4,5,6,7,8,9",55d5b77ddb6a810006fa05d5,62,2,0,0,287.154,0,3,55d5b77ddb6a810006fa05d5,Tea
26/11/2025 03:13,26/11/2025 03:20,0,100,400,1,26/11/2025 03:20,R_2q9HunfuIhDaCIc,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",663ccb353b6d9966bcce762a,53,2,3.256,291.289,292.751,4,5,663ccb353b6d9966bcce762a,Tea
26/11/2025 03:14,26/11/2025 03:20,0,100,352,1,26/11/2025 03:20,R_8in5rQKwJUVnamA,anonymous,EN,0.899999976,"1,2,3,4,5,6,7,8,9",67838f3e71616a9dcc042173,57,2,47.096,47.096,288.353,1,3,67838f3e71616a9dcc042173,Tea
26/11/2025 03:14,26/11/2025 03:20,0,100,405,1,26/11/2025 03:20,R_8PoiZjTYmlM9ram,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5bb535574cb73b00011437d0,28,1,285.255,285.255,286.008,1,1,5bb535574cb73b00011437d0,Tea
26/11/2025 03:13,26/11/2025 03:21,0,100,446,1,26/11/2025 03:21,R_8KBovrlgvSPrEKE,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",62b6eacb30532251b7eb05c1,56,2,6.849,6.849,292.599,1,2,62b6eacb30532251b7eb05c1,Tea
26/11/2025 03:13,26/11/2025 03:21,0,100,451,1,26/11/2025 03:21,R_8S7i4MpCVCJZKPB,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",67334911eb1de6dd02fc126a,24,1,0,0,303.166,0,3,67334911eb1de6dd02fc126a,Tea
26/11/2025 03:15,26/11/2025 03:21,0,100,373,1,26/11/2025 03:21,R_8QFHvH7JUGVFQCQ,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5eeb2b8a36774c27657f227c,54,2,288.297,288.297,290.016,1,1,5eeb2b8a36774c27657f227c,Tea
26/11/2025 03:16,26/11/2025 03:21,0,100,338,1,26/11/2025 03:21,R_8HkaZgPG0C9HUic,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",653fed546a45118a32fe378e,45,2,0,0,286.199,0,1,653fed546a45118a32fe378e,Tea
26/11/2025 03:15,26/11/2025 03:21,0,100,361,1,26/11/2025 03:21,R_8mtW7Vbb3pbvkyJ,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5cc052c9a1e263001715594d,57,2,289.609,290.611,292.446,2,1,5cc052c9a1e263001715594d,Tea
26/11/2025 03:16,26/11/2025 03:21,0,100,341,1,26/11/2025 03:21,R_8Xd58dXce4klWUI,anonymous,EN,0.400000006,"1,2,3,4,5,6,7,8,9",5db1b1b6cd3329000ba29566,55,2,0,0,286.545,0,2,5db1b1b6cd3329000ba29566,Tea
26/11/2025 03:16,26/11/2025 03:21,0,100,350,1,26/11/2025 03:21,R_2F3AsUb1a9288cW,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5f0766baa1aa2f12767758cd,69,1,0,0,293.3,0,2,5f0766baa1aa2f12767758cd,Tea
26/11/2025 03:14,26/11/2025 03:22,0,100,431,1,26/11/2025 03:22,R_8Q0c7qj2LTkxIWt,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",632361bf965e0257e6052357,46,1,0,0,291.951,0,2,632361bf965e0257e6052357,Tea
26/11/2025 03:16,26/11/2025 03:22,0,100,337,1,26/11/2025 03:22,R_8hZXoxx0QbRlpIZ,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",62d6d7815de3a8625be3c0de,44,1,0,0,286.375,0,4,62d6d7815de3a8625be3c0de,Tea
26/11/2025 03:15,26/11/2025 03:22,0,100,382,1,26/11/2025 03:22,R_2lcQ2GdLZRcHjWq,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",681b781064a5701a5ceee3bc,54,2,0,0,289.901,0,4,681b781064a5701a5ceee3bc,Tea
26/11/2025 03:16,26/11/2025 03:22,0,100,380,1,26/11/2025 03:22,R_81BOJCZvDMzNnH1,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",577a0a7aadbc7500015d2479,46,2,1.52,285.995,287.232,4,2,577a0a7aadbc7500015d2479,Tea
26/11/2025 03:16,26/11/2025 03:22,0,100,386,1,26/11/2025 03:22,R_822sf5qYQnqOm4m,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5eeb58ec4c86582a76ff55ec,29,2,2.012,285.367,286.338,3,2,5eeb58ec4c86582a76ff55ec,Tea
26/11/2025 03:14,26/11/2025 03:23,0,100,499,1,26/11/2025 03:23,R_8zeRTcAKbTXZOFP,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",603836f34e3f321dbba51e02,55,2,0,0,297.046,0,3,603836f34e3f321dbba51e02,Tea
26/11/2025 03:16,26/11/2025 03:23,0,100,428,1,26/11/2025 03:23,R_8PZD0t9X460VpHa,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",671d39090c9e2ad9ec75a03c,60,2,0,0,332.495,0,1,671d39090c9e2ad9ec75a03c,Tea
26/11/2025 03:18,26/11/2025 03:23,0,100,335,1,26/11/2025 03:23,R_8wKtXD00oVufDf8,anonymous,EN,0.899999976,"1,2,3,4,5,6,7,8,9",594a8e2eeaa18e000163f6cd,48,2,0,0,287.261,0,2,594a8e2eeaa18e000163f6cd,Tea
26/11/2025 03:18,26/11/2025 03:23,0,100,344,1,26/11/2025 03:23,R_8Kjhc9xlzaD3gJj,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5d3821f0ddea5a0001757f93,61,2,0,0,286.841,0,3,5d3821f0ddea5a0001757f93,Tea
26/11/2025 03:18,26/11/2025 03:23,0,100,330,1,26/11/2025 03:23,R_8oczYXhDcq8YB95,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",571bdaa76b0894001362f780,45,2,0,0,288.921,0,2,571bdaa76b0894001362f780,Tea
26/11/2025 03:15,26/11/2025 03:24,0,100,530,1,26/11/2025 03:24,R_2JmxdE1Yv2frJEm,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5f7750471fcf840f542f6081,37,1,0,0,288.542,0,2,5f7750471fcf840f542f6081,Tea
26/11/2025 03:16,26/11/2025 03:24,0,100,430,1,26/11/2025 03:24,R_8Lj6qNQFrTqoFfg,anonymous,EN,0.899999976,"1,2,3,4,5,6,7,8,9",5fd76b7d246a3705a25c9a94,38,2,6.044,286.74,291.342,2,3,5fd76b7d246a3705a25c9a94,Tea
26/11/2025 03:16,26/11/2025 03:24,0,100,477,1,26/11/2025 03:24,R_24bEcgyp6psanER,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5ebc0abd2cc5f1054c82a0d7,44,1,32.041,32.041,291.161,1,2,5ebc0abd2cc5f1054c82a0d7,Tea
26/11/2025 03:13,26/11/2025 03:24,0,100,619,1,26/11/2025 03:24,R_8QGSz01qIFkCJmq,anonymous,EN,0.800000012,"1,2,3,4,5,6,7,8,9",672b24390a9c197eb61f2f72,53,1,0,0,287.946,0,3,672b24390a9c197eb61f2f72,Tea
26/11/2025 03:18,26/11/2025 03:24,0,100,355,1,26/11/2025 03:24,R_8Ol8SjKoceqXlmN,anonymous,EN,0.899999976,"1,2,3,4,5,6,7,8,9",63f38f6346a5beb76cb2a3b8,55,1,0,0,292.601,0,2,63f38f6346a5beb76cb2a3b8,Tea
26/11/2025 03:18,26/11/2025 03:24,0,100,346,1,26/11/2025 03:24,R_2WGf6TcMAcuWqCo,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5e3906b9a6df461259c0632f,74,2,0,0,287.506,0,2,5e3906b9a6df461259c0632f,Tea
26/11/2025 03:19,26/11/2025 03:25,0,100,357,1,26/11/2025 03:25,R_8jHvbJRvpU3UXzO,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5bf2f728bd9f150001f6cc42,60,1,0,0,294.527,0,1,5bf2f728bd9f150001f6cc42,Tea
26/11/2025 03:18,26/11/2025 03:25,0,100,394,1,26/11/2025 03:25,R_8GdOv4Wr7m5yCXT,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",6310a5c786d2abda637997c0,44,1,17.295,17.295,288.333,1,2,6310a5c786d2abda637997c0,Tea
26/11/2025 03:19,26/11/2025 03:25,0,100,351,1,26/11/2025 03:25,R_8hYYQz4NRI3z1Gn,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5dab79a5525a7600139cd31e,28,1,5.58,287.162,288.722,5,2,5dab79a5525a7600139cd31e,Tea
26/11/2025 03:13,26/11/2025 03:25,0,100,712,1,26/11/2025 03:25,R_8SFh8a8JssFwxz3,anonymous,EN,0.100000001,"1,2,3,4,5,6,7,8,9",6767202a0793489cda4738d2,31,1,0,0,309.819,0,1,6767202a0793489cda4738d2,Tea
26/11/2025 03:10,26/11/2025 03:26,0,100,914,1,26/11/2025 03:26,R_21jtQdSSfj61ElV,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",6658b67d487ff144dc527a40,41,2,0,0,844.938,0,2,6658b67d487ff144dc527a40,Tea
26/11/2025 03:18,26/11/2025 03:26,0,100,472,1,26/11/2025 03:26,R_8R7x8WwJoVZSEne,anonymous,EN,0.800000012,"1,2,3,4,5,6,7,8,9",59d3ef2c078dbe000195117f,51,2,286.949,286.949,287.878,1,2,59d3ef2c078dbe000195117f,Tea
26/11/2025 03:20,26/11/2025 03:26,0,100,352,1,26/11/2025 03:26,R_2cqIXGFKMAb42iX,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5c6e60b04e08ad00018cc995,59,2,7.273,283.137,287.125,3,4,5c6e60b04e08ad00018cc995,Tea
26/11/2025 03:20,26/11/2025 03:27,0,100,387,1,26/11/2025 03:27,R_2SZu6Q9ngbiGi9H,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",661403131cecbe255b64ca6f,35,2,0,0,292.979,0,3,661403131cecbe255b64ca6f,Tea
26/11/2025 03:20,26/11/2025 03:27,0,100,368,1,26/11/2025 03:27,R_278Xiq6Wug988Aw,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5f919274b5383b00096b0295,33,2,6.116,6.116,288.044,1,1,5f919274b5383b00096b0295,Tea
26/11/2025 03:16,26/11/2025 03:27,0,100,667,1,26/11/2025 03:27,R_26mYeU7bOZiXFGm,anonymous,EN,0.800000012,"1,2,3,4,5,6,7,8,9",671a5785170a0f6380c51f28,32,2,0,0,286.844,0,1,671a5785170a0f6380c51f28,Tea
26/11/2025 03:21,26/11/2025 03:27,0,100,392,1,26/11/2025 03:27,R_2isZytLNMsl5WeP,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",6297560d968633ad5b83b745,67,2,0,0,299.357,0,1,6297560d968633ad5b83b745,Tea
26/11/2025 03:20,26/11/2025 03:27,0,100,462,1,26/11/2025 03:27,R_8OxA4qJJGFfZmv6,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",673261aea87e76010a5c969a,36,2,294.607,294.607,295.254,1,1,673261aea87e76010a5c969a,Tea
26/11/2025 03:13,26/11/2025 03:27,0,100,891,1,26/11/2025 03:27,R_2zGfAsC0Vvn1cU9,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5eb29fdddac67500082c1089,50,1,6.94,6.94,287.251,1,1,5eb29fdddac67500082c1089,Tea
26/11/2025 03:21,26/11/2025 03:28,0,100,376,1,26/11/2025 03:28,R_8vieXge7fghgZUG,anonymous,EN,0.5,"1,2,3,4,5,6,7,8,9",5f25681567da711e51c043ab,36,2,287.173,287.173,289.202,1,1,5f25681567da711e51c043ab,Tea
26/11/2025 03:20,26/11/2025 03:28,0,100,453,1,26/11/2025 03:28,R_25HGmYp33UNDzJB,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",58c4ff360f0c150001ed45a4,36,2,0,0,392.981,0,1,58c4ff360f0c150001ed45a4,Tea
26/11/2025 03:22,26/11/2025 03:28,0,100,357,1,26/11/2025 03:28,R_8NQwKpPaRGHkBru,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5ea59ffb9325e15853a82d84,48,2,281.047,288.202,289.39,3,2,5ea59ffb9325e15853a82d84,Tea
26/11/2025 03:13,26/11/2025 03:29,0,100,966,1,26/11/2025 03:29,R_8PRwvjCdrOHbjGx,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",6278f2c1db1a5b8b12b94a21,57,2,310.34,321.486,323.673,2,6,6278f2c1db1a5b8b12b94a21,Tea
26/11/2025 03:23,26/11/2025 03:29,0,100,353,1,26/11/2025 03:29,R_8ckNEElG3tPcBGF,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",614825d01815f41fe66dda75,54,2,0,0,300.85,0,1,614825d01815f41fe66dda75,Tea
26/11/2025 03:20,26/11/2025 03:29,0,100,530,1,26/11/2025 03:29,R_2HTWj2eFN0H3AtA,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5bc07659b8d38c0001de0516,50,2,0,0,315.682,0,1,5bc07659b8d38c0001de0516,Tea
26/11/2025 03:24,26/11/2025 03:30,0,100,341,1,26/11/2025 03:30,R_8mI5FdAYmdkXd6y,anonymous,EN,0.800000012,"1,2,3,4,5,6,7,8,9",601ecf037d641438c0840330,43,2,0,0,288.121,0,2,601ecf037d641438c0840330,Tea
26/11/2025 03:14,26/11/2025 03:30,0,100,954,1,26/11/2025 03:30,R_8n7ozPRCHmgccyD,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",66742c4307bb2004831faaef,31,2,0,0,852.609,0,5,66742c4307bb2004831faaef,Tea
26/11/2025 03:25,26/11/2025 03:30,0,100,348,1,26/11/2025 03:30,R_2CVhESXuCd84uif,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",5e56ac24ce30ae0632e2fe0a,35,2,286.318,286.318,287.347,1,2,5e56ac24ce30ae0632e2fe0a,Tea
26/11/2025 03:21,26/11/2025 03:30,0,100,588,1,26/11/2025 03:31,R_23aY3koZqza8AFj,anonymous,EN,1,"1,2,3,4,5,6,7,8,9",6659a3110ccaa9dc948dc808,35,1,0,0,291.111,0,2,6659a3110ccaa9dc948dc808,Tea
