StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant ID,Q1,Q2 ,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,SC0,PROLIFIC_PID,FL_14_DO,PsychedelicsFinalTest_DO
28/06/2025 15:10,28/06/2025 15:18,IP Address,100,489,TRUE,28/06/2025 15:18,R_2nAh0u3rjXQWI1r,anonymous,EN,0.800000012,5ecf5a78ba30501d2ca5e34b,(d) They enhance memory recall and cognitive processing.,(d) The individual's own pre-existing mental contents.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(c) The specific dosage administered to different individuals.,"(c) Statements 1, 2, 4",(c) By encouraging acceptance and understanding of differing viewpoints.,(c) Catalyze deep personal re-orientation and commitment to a cause.,(b) Psychedelic therapy aims to resolve underlying issues.,(d) Test the drug's effects in isolation from therapy.,(d) Recreational use of MDMA can sometime lead to therapeutic insights.,(d) Create a safe space for the patient's own healing to emerge.,(d) Enhancing the brain's capacity for logical reasoning.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(a) A broader application of psychedelics for human flourishing.,12,5ecf5a78ba30501d2ca5e34b,PsychedelicsFinalTest,Participant ID|Instructions|Q13|Q1|Q15|Q6|Q19|Q4|Q9|Q12|Q18|Q7|Q8|Q16|Q20|Q11|Q2 |Q10|Q5|Q3|Q14|Q17|Debrief
29/06/2025 00:01,29/06/2025 00:03,IP Address,100,142,TRUE,29/06/2025 00:03,R_2aFdqOKGvxP0TO4,anonymous,EN,1,66d44140d05dc9d8c9889ed2,(d) They enhance memory recall and cognitive processing.,(a) External stimuli amplified by psychedelics.,(c) Implement stricter controls and ethical regulations early on.,(a) A major impediment in our understanding of neural mechanisms.,(b) The user’s prior unique experiences with other psychoactive drugs.,"(b) Statements 2, 3",(c) By encouraging acceptance and understanding of differing viewpoints.,(c) Catalyze deep personal re-orientation and commitment to a cause.,(d) Conventional drugs are designed for short-term use only.,(d) Test the drug's effects in isolation from therapy.,(c) The context and support are crucial for MDMA's effectiveness.,(c) Minimize all emotional expression during the session.,(d) Enhancing the brain's capacity for logical reasoning.,(c) A complete inability to access personal memories.,(b) Decreased oxytocin release and heightened DMN activity.,(d) Enhances complex problem-solving abilities.,"(a) Ensure rapid, low-cost availability and accessibility of psychedelics.",(a) MDMA would be available as a take-home prescription.,(c) Statements 2 and 3,(a) A broader application of psychedelics for human flourishing.,4,66d44140d05dc9d8c9889ed2,PsychedelicsFinalTest,Participant ID|Instructions|Q20|Q7|Q14|Q19|Q16|Q13|Q10|Q18|Q11|Q6|Q5|Q8|Q17|Q9|Q2 |Q12|Q1|Q15|Q3|Q4|Debrief
11/07/2025 03:02,11/07/2025 03:05,IP Address,100,151,TRUE,11/07/2025 03:05,R_8rq25TN408As4CM,anonymous,EN,0.899999976,651c1d7524852e9f9d614ce3,(c) They provide a means to explore our inner workings.,(d) The individual's own pre-existing mental contents.,(c) Implement stricter controls and ethical regulations early on.,(d) A decreased reliability in spiritually therapeutic interventions.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(c) Catalyze deep personal re-orientation and commitment to a cause.,(b) Psychedelic therapy aims to resolve underlying issues.,(d) Test the drug's effects in isolation from therapy.,(c) The context and support are crucial for MDMA's effectiveness.,(a) Interpret the patient's visions and provide solutions.,(b) Strengthening the individual's established sense of self.,(d) An increased feeling of detachment from others.,(a) Increased amygdala activity and reduced prefrontal cortex activity.,(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(a) Statement 2 only,(d) A shift in focus from treating severe mental illnesses.,11,651c1d7524852e9f9d614ce3,PsychedelicsFinalTest,Participant ID|Instructions|Q16|Q15|Q5|Q13|Q2 |Q19|Q4|Q10|Q3|Q9|Q8|Q7|Q20|Q1|Q6|Q14|Q12|Q11|Q18|Q17|Debrief
11/07/2025 03:01,11/07/2025 03:06,IP Address,100,324,TRUE,11/07/2025 03:06,R_8fefYlYS1zVgzkK,anonymous,EN,1,59e7232f24d7bf00012f112e,(a) They induce states of deep relaxation.,(a) External stimuli amplified by psychedelics.,(d) Focus on non-therapeutic applications before using them for therapy.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(a) The unstable and complex chemical composition of the substance.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(c) Conventional drugs prioritize long-term emotional growth.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(d) An increased feeling of detachment from others.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(c) Statements 2 and 3,(a) A broader application of psychedelics for human flourishing.,11,59e7232f24d7bf00012f112e,PsychedelicsFinalTest,Participant ID|Instructions|Q7|Q19|Q20|Q13|Q5|Q8|Q12|Q6|Q2 |Q9|Q10|Q18|Q1|Q17|Q4|Q15|Q11|Q16|Q3|Q14|Debrief
11/07/2025 03:01,11/07/2025 03:08,IP Address,100,376,TRUE,11/07/2025 03:08,R_8jVZdgSK9aAL8Oa,anonymous,EN,1,5ec569b654c5b852e7502a54,(d) They enhance memory recall and cognitive processing.,(c) The individual’s immediate physical and social surroundings.,(c) Implement stricter controls and ethical regulations early on.,(a) A major impediment in our understanding of neural mechanisms.,(d) The interplay between the individual’s mindset and usage environment.,"(b) Statements 2, 3",(b) By fostering a sense of interconnectedness and unity.,(d) Break down complex issues into simple solutions.,(b) Psychedelic therapy aims to resolve underlying issues.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(a) Permanently increasing the brain's overall plasticity.,(b) A perception of reality with less personal bias.,(a) Increased amygdala activity and reduced prefrontal cortex activity.,(a) Heightens sensory awareness and exploration.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(a) Statement 2 only,(a) A broader application of psychedelics for human flourishing.,11,5ec569b654c5b852e7502a54,PsychedelicsFinalTest,Participant ID|Instructions|Q16|Q9|Q12|Q10|Q5|Q7|Q18|Q17|Q2 |Q11|Q1|Q6|Q19|Q15|Q8|Q14|Q3|Q20|Q4|Q13|Debrief
11/07/2025 03:01,11/07/2025 03:08,IP Address,100,403,TRUE,11/07/2025 03:08,R_2DpVICpwXFDVXpL,anonymous,EN,1,5aae93f5fb22320001baaaac,(d) They enhance memory recall and cognitive processing.,(d) The individual's own pre-existing mental contents.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(a) A major impediment in our understanding of neural mechanisms.,(c) The specific dosage administered to different individuals.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(d) Break down complex issues into simple solutions.,(b) Psychedelic therapy aims to resolve underlying issues.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(a) Statement 2 only,(d) A shift in focus from treating severe mental illnesses.,12,5aae93f5fb22320001baaaac,PsychedelicsFinalTest,Participant ID|Instructions|Q15|Q9|Q12|Q19|Q2 |Q20|Q6|Q1|Q13|Q8|Q11|Q4|Q17|Q18|Q10|Q5|Q3|Q7|Q14|Q16|Debrief
11/07/2025 03:02,11/07/2025 03:08,IP Address,100,365,TRUE,11/07/2025 03:08,R_8711maICcIFsfj8,anonymous,EN,1,5987030cfd8cca00015cbc26,(b) They promote for creative problem-solving abilities.,(d) The individual's own pre-existing mental contents.,(c) Implement stricter controls and ethical regulations early on.,(b) An increase in the prevalence of illicit global drug trafficking.,(c) The specific dosage administered to different individuals.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(b) A perception of reality with less personal bias.,"(d) Increased hippocampus activity, decreased DMN activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(a) Statement 2 only,(d) A shift in focus from treating severe mental illnesses.,11,5987030cfd8cca00015cbc26,PsychedelicsFinalTest,Participant ID|Instructions|Q5|Q14|Q15|Q19|Q9|Q3|Q11|Q4|Q7|Q12|Q20|Q17|Q13|Q16|Q6|Q1|Q18|Q2 |Q8|Q10|Debrief
11/07/2025 03:01,11/07/2025 03:08,IP Address,100,433,TRUE,11/07/2025 03:08,R_8n12mnlWhsZEqGG,anonymous,EN,1,60eaeaa416ee31f32d13393c,(c) They provide a means to explore our inner workings.,(b) Entirely novel cognitions brought about by psychedelics.,(c) Implement stricter controls and ethical regulations early on.,(b) An increase in the prevalence of illicit global drug trafficking.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(c) Catalyze deep personal re-orientation and commitment to a cause.,(b) Psychedelic therapy aims to resolve underlying issues.,(c) Tackle root causes by addressing the symptoms directly.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(b) A perception of reality with less personal bias.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(a) Heightens sensory awareness and exploration.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(d) A shift in focus from treating severe mental illnesses.,14,60eaeaa416ee31f32d13393c,PsychedelicsFinalTest,Participant ID|Instructions|Q16|Q3|Q8|Q15|Q18|Q7|Q13|Q5|Q2 |Q17|Q11|Q1|Q20|Q12|Q10|Q9|Q6|Q4|Q14|Q19|Debrief
11/07/2025 03:02,11/07/2025 03:09,IP Address,100,397,TRUE,11/07/2025 03:09,R_8Dc8AFd3OYpDEcN,anonymous,EN,1,5eaadc0a7adeb404eea9c3c0,(c) They provide a means to explore our inner workings.,(b) Entirely novel cognitions brought about by psychedelics.,(a) Prioritize getting the necessary funding and expertise through public outreach.,(a) A major impediment in our understanding of neural mechanisms.,(a) The unstable and complex chemical composition of the substance.,"(a) Statements 1, 4",(c) By encouraging acceptance and understanding of differing viewpoints.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(d) Test the drug's effects in isolation from therapy.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(b) Strengthening the individual's established sense of self.,(b) A perception of reality with less personal bias.,(a) Increased amygdala activity and reduced prefrontal cortex activity.,(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(d) A shift in focus from treating severe mental illnesses.,9,5eaadc0a7adeb404eea9c3c0,PsychedelicsFinalTest,Participant ID|Instructions|Q3|Q15|Q19|Q7|Q11|Q20|Q5|Q17|Q6|Q13|Q12|Q16|Q18|Q2 |Q8|Q4|Q10|Q14|Q1|Q9|Debrief
11/07/2025 03:01,11/07/2025 03:09,IP Address,100,438,TRUE,11/07/2025 03:09,R_81Yr8qSBlbXhc6c,anonymous,EN,1,65537e14439274fe5036b4d2,(c) They provide a means to explore our inner workings.,(b) Entirely novel cognitions brought about by psychedelics.,(c) Implement stricter controls and ethical regulations early on.,(c) A lost breakthrough opportunity to alleviate significant human suffering.,(d) The interplay between the individual’s mindset and usage environment.,"(a) Statements 1, 4",(b) By fostering a sense of interconnectedness and unity.,(a) Provide long-lasting relief from existential anxieties.,(b) Psychedelic therapy aims to resolve underlying issues.,(a) Facilitate profound and enduring psychological transformation.,(c) The context and support are crucial for MDMA's effectiveness.,(d) Create a safe space for the patient's own healing to emerge.,(c) Temporarily loosening rigid patterns of thought and self-perception.,(a) A heightened sense of confusion and disorientation.,"(c) Reduced amygdala activity, increased prefrontal activity, and oxytocin release.",(c) Reduces fear and increases affiliative tendencies.,(c) Legalize and approve funded research through established medical channels.,(b) Administration would only be done by specifically credentialed practitioners.,(b) Statement 3 only,(d) A shift in focus from treating severe mental illnesses.,15,65537e14439274fe5036b4d2,PsychedelicsFinalTest,Participant ID|Instructions|Q19|Q11|Q6|Q9|Q17|Q14|Q15|Q3|Q13|Q12|Q10|Q20|Q18|Q5|Q16|Q4|Q1|Q8|Q2 |Q7|Debrief
