StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant ID,Q1 ,Q2,Q3,Q4,Q5 ,Q6 ,Q7,Q8,Q9,Q10,Q11,Q12,Q13 ,Q14 ,Q15,Q16,Q17 ,Q18 ,Q19 ,Q20,SC0,PROLIFIC_PID,FL_14_DO,StemCellsFinalTest_DO
28/06/2025 09:13,28/06/2025 09:26,IP Address,100,736,TRUE,28/06/2025 09:26,R_2FaLc64Iw6q6oGt,anonymous,EN,0.300000012,5e5521580ee1b951df544c3c,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(c) The high costs that educational institutions will incur to materialize innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,14,5e5521580ee1b951df544c3c,StemCellsFinalTest,Participant ID|Instructions|Q2|Q8|Q4|Q5 |Q16|Q10|Q17 |Q18 |Q6 |Q7|Q12|Q15|Q13 |Q11|Q1 |Q9|Q20|Q3|Q19 |Q14 |Debrief
11/07/2025 03:02,11/07/2025 03:06,IP Address,100,277,TRUE,11/07/2025 03:06,R_8ckFsvhx9ZQY6pK,anonymous,EN,0.600000024,66a608dc0a4f33f35327e273,(c) Their inherent resistance to the patient's immune system after differentiation.,"(b) Differentiating into new, healthy cells that can release dopamine.",(d) Enables us to remedy the onset of diseases more effectively.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(b) Statements 1, 2, and 3",(c) Function as a indestructible repository for individual patient-specific data.,(a) It removes the need for animal testing which may not be transferrable to humans.,(c) A shift in animal testing models to human testing models.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(a) Every individual is exposed to different environmental factors.,9,66a608dc0a4f33f35327e273,StemCellsFinalTest,Participant ID|Instructions|Q17 |Q19 |Q15|Q11|Q5 |Q9|Q7|Q8|Q10|Q14 |Q4|Q20|Q2|Q12|Q16|Q1 |Q6 |Q3|Q13 |Q18 |Debrief
11/07/2025 03:01,11/07/2025 03:07,IP Address,100,347,TRUE,11/07/2025 03:07,R_8CmreZWCulyGHgk,anonymous,EN,1,676055469b245b53e81358d0,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(b) There is minimal financial support from private firms due to disinterest and ignorance.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(b) Statements 1, 2, and 3",(a) Securely store extensive and complex patient genetic information.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,(b) The inherent difficulty in precisely differentiating stem cells into specific tissue types.,(a) The disease was found to be caused by a virus.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,9,676055469b245b53e81358d0,StemCellsFinalTest,Participant ID|Instructions|Q18 |Q9|Q7|Q3|Q12|Q4|Q17 |Q19 |Q14 |Q16|Q13 |Q10|Q6 |Q8|Q5 |Q11|Q15|Q2|Q1 |Q20|Debrief
11/07/2025 03:04,11/07/2025 03:10,IP Address,100,384,TRUE,11/07/2025 03:10,R_8fHhwyPJTDm09DX,anonymous,EN,1,6658b23d488052210af6eb17,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(a) A medication effective in young animals provides little benefits to older humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(a) Stem cell research is inherently too advanced for the general public to comprehend.,(b) The lack of an adequately representative sample of human subjects for testing.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.",(a) Statements 1 and 2,(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,9,6658b23d488052210af6eb17,StemCellsFinalTest,Participant ID|Instructions|Q17 |Q7|Q4|Q2|Q11|Q3|Q16|Q18 |Q12|Q6 |Q20|Q9|Q19 |Q14 |Q5 |Q13 |Q15|Q10|Q8|Q1 |Debrief
11/07/2025 03:02,11/07/2025 03:11,IP Address,100,510,TRUE,11/07/2025 03:11,R_8gSXg9eQyFAwK9b,anonymous,EN,0.899999976,5eb9499bcbc2140180e31037,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(d) Enables us to remedy the onset of diseases more effectively.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,(a) The ethical concerns surrounding the manual sourcing of embryonic stem cells.,(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,11,5eb9499bcbc2140180e31037,StemCellsFinalTest,Participant ID|Instructions|Q19 |Q2|Q14 |Q11|Q20|Q6 |Q10|Q15|Q12|Q8|Q9|Q1 |Q7|Q3|Q4|Q13 |Q17 |Q18 |Q5 |Q16|Debrief
11/07/2025 03:04,11/07/2025 03:11,IP Address,100,428,TRUE,11/07/2025 03:11,R_8xK0led9ZtOwtBG,anonymous,EN,0.300000012,60719f4b18e2b30c9e5a562d,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,16,60719f4b18e2b30c9e5a562d,StemCellsFinalTest,Participant ID|Instructions|Q7|Q2|Q1 |Q8|Q16|Q9|Q19 |Q4|Q10|Q5 |Q13 |Q3|Q6 |Q12|Q14 |Q20|Q15|Q18 |Q11|Q17 |Debrief
11/07/2025 03:04,11/07/2025 03:11,IP Address,100,409,TRUE,11/07/2025 03:11,R_8gREmPkJ2jXieBw,anonymous,EN,0.600000024,5b27587e007d870001c7de84,"(b) Their capacity for indefinite self-renewal, ensuring an ample supply for research.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.","(b) To establish a conducive research environment, away from external pressures.",(b) A general disinterest from pharmaceutical corporations in new scientific discoveries.,(b) By forecasting the precise age at which the symptoms of a disease will first appear.,(c) There are strong political and financial opposition towards the use of stem cells.,(d) The tendency for firms to prioritize profits over effectiveness of their medications.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(a) They are more tightly regulated by the government and face more stringent checks.,"(b) Statements 1, 2, and 3",(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,10,5b27587e007d870001c7de84,StemCellsFinalTest,Participant ID|Instructions|Q10|Q11|Q2|Q18 |Q3|Q4|Q20|Q13 |Q14 |Q15|Q17 |Q1 |Q6 |Q5 |Q12|Q7|Q8|Q16|Q19 |Q9|Debrief
11/07/2025 03:03,11/07/2025 03:11,IP Address,100,473,TRUE,11/07/2025 03:11,R_8sns0VSieh0k2OG,anonymous,EN,0.899999976,5f3a7e7b3a55e009ff81175e,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(d) Enables us to remedy the onset of diseases more effectively.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(b) Allowing for the design and creation of entirely new, synthetic types of stem cells.",(c) To regulate the direct production and sale of stem cell therapies to the public.,(c) The high costs that educational institutions will incur to materialize innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(c) A shift in animal testing models to human testing models.,(b) The inherent difficulty in precisely differentiating stem cells into specific tissue types.,(c) The motor neurones were not actually dying in the dish.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,7,5f3a7e7b3a55e009ff81175e,StemCellsFinalTest,Participant ID|Instructions|Q10|Q1 |Q20|Q15|Q9|Q16|Q2|Q18 |Q6 |Q8|Q7|Q5 |Q14 |Q4|Q17 |Q3|Q11|Q12|Q19 |Q13 |Debrief
11/07/2025 03:01,11/07/2025 03:12,IP Address,100,643,TRUE,11/07/2025 03:12,R_2Jrnwu6kTr4818Z,anonymous,EN,0.899999976,66c20b634a3b292d25596fbc,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.",(d) Stimulating existing damaged neurons to release more dopamine.,(c) Provides a unique breakthrough medication for different diseases.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(a) The difficulty in obtaining sufficient funds for the costly final phases of clinical trials.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,11,66c20b634a3b292d25596fbc,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q9|Q19 |Q16|Q7|Q11|Q5 |Q18 |Q17 |Q10|Q2|Q14 |Q4|Q13 |Q12|Q15|Q20|Q1 |Q8|Q3|Debrief
11/07/2025 03:03,11/07/2025 03:12,IP Address,100,535,TRUE,11/07/2025 03:12,R_8g2zYtNklX9JR5t,anonymous,EN,1,66d608e93c32a8b90bb92ae4,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(d) Stem cell research suffers from a worldwide shortage of skilled researchers.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(b) Statements 1, 2, and 3",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(d) The disease could be easily cured with an existing drug.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,14,66d608e93c32a8b90bb92ae4,StemCellsFinalTest,Participant ID|Instructions|Q8|Q2|Q5 |Q11|Q19 |Q12|Q15|Q20|Q6 |Q7|Q10|Q3|Q4|Q18 |Q1 |Q13 |Q17 |Q9|Q16|Q14 |Debrief
11/07/2025 03:07,11/07/2025 03:13,IP Address,100,319,TRUE,11/07/2025 03:13,R_24eItcdS6skv1BD,anonymous,EN,0.899999976,5d920df12b679a00182bbc73,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(c) Provides a unique breakthrough medication for different diseases.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,14,5d920df12b679a00182bbc73,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q10|Q11|Q4|Q2|Q1 |Q5 |Q16|Q8|Q20|Q15|Q13 |Q9|Q12|Q7|Q19 |Q17 |Q18 |Q3|Q14 |Debrief
11/07/2025 03:03,11/07/2025 03:13,IP Address,100,603,TRUE,11/07/2025 03:13,R_8EzuIwHK88VaVn6,anonymous,EN,1,5d24e4ba5018e900158d31f1,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(c) To regulate the direct production and sale of stem cell therapies to the public.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(a) The difficulty in obtaining sufficient funds for the costly final phases of clinical trials.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(a) Securely store extensive and complex patient genetic information.,(b) It provides a platform to observe drug effects on human lung cells.,(c) A shift in animal testing models to human testing models.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(c) Statements 2, 3, and 4",(c) Every individual has a different genetic makeup.,12,5d24e4ba5018e900158d31f1,StemCellsFinalTest,Participant ID|Instructions|Q18 |Q8|Q11|Q3|Q1 |Q6 |Q5 |Q16|Q12|Q20|Q7|Q13 |Q14 |Q2|Q19 |Q4|Q10|Q15|Q17 |Q9|Debrief
11/07/2025 03:01,11/07/2025 03:14,IP Address,100,748,TRUE,11/07/2025 03:14,R_21aNB20hZcXcmWi,anonymous,EN,0.899999976,5afc14a00b2d5f00015693b4,(c) Their inherent resistance to the patient's immune system after differentiation.,(d) Stimulating existing damaged neurons to release more dopamine.,(b) Improves comfort and quality of life for those already suffering.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(c) The high costs that educational institutions will incur to materialize innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(b) iPSCs can naturally become immune to the viral vectors used during their creation.,(a) They are more tightly regulated by the government and face more stringent checks.,"(b) Statements 1, 2, and 3",(a) Securely store extensive and complex patient genetic information.,(d) It lowers the manufacturing cost of the drug by leveraging on patients’ stem cells.,(b) More resources should be devoted to reduce potential side effects of new drugs.,(b) The inherent difficulty in precisely differentiating stem cells into specific tissue types.,(c) The motor neurones were not actually dying in the dish.,"(c) Statements 2, 3, and 4",(c) Every individual has a different genetic makeup.,6,5afc14a00b2d5f00015693b4,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q20|Q12|Q16|Q7|Q11|Q18 |Q1 |Q13 |Q5 |Q17 |Q9|Q14 |Q10|Q8|Q2|Q19 |Q15|Q3|Q4|Debrief
11/07/2025 03:06,11/07/2025 03:14,IP Address,100,499,TRUE,11/07/2025 03:14,R_2EMQfD5M96VO6B3,anonymous,EN,0.899999976,5ec6d054e1f1a71078cfbcda,"(b) Their capacity for indefinite self-renewal, ensuring an ample supply for research.",(c) Increasing dopamine uptake by the brain when externally administered.,(c) Provides a unique breakthrough medication for different diseases.,(c) A treatment tested in male animals may show harmful effects in female humans.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.",(d) To consolidate different stem cell research globally under one central organization.,(c) The high costs that educational institutions will incur to materialize innovations.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(c) There are strong political and financial opposition towards the use of stem cells.,(d) The tendency for firms to prioritize profits over effectiveness of their medications.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(b) Statements 1, 2, and 3",(a) Securely store extensive and complex patient genetic information.,(d) It lowers the manufacturing cost of the drug by leveraging on patients’ stem cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,6,5ec6d054e1f1a71078cfbcda,StemCellsFinalTest,Participant ID|Instructions|Q19 |Q15|Q1 |Q6 |Q16|Q12|Q18 |Q8|Q2|Q10|Q11|Q17 |Q13 |Q3|Q20|Q7|Q5 |Q9|Q14 |Q4|Debrief
11/07/2025 03:09,11/07/2025 03:15,IP Address,100,377,TRUE,11/07/2025 03:15,R_2k1zVKnSUzlOgHB,anonymous,EN,1,6671e1ad81d3578f72ab17ad,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(a) Allows us to better understand disease-preventing strategies.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(d) Stem cell research suffers from a worldwide shortage of skilled researchers.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(a) Securely store extensive and complex patient genetic information.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,13,6671e1ad81d3578f72ab17ad,StemCellsFinalTest,Participant ID|Instructions|Q18 |Q9|Q19 |Q17 |Q14 |Q6 |Q13 |Q20|Q1 |Q15|Q5 |Q2|Q8|Q7|Q4|Q12|Q3|Q16|Q10|Q11|Debrief
11/07/2025 03:03,11/07/2025 03:15,IP Address,100,736,TRUE,11/07/2025 03:15,R_8q3NoUFx9jXq78l,anonymous,EN,1,673321669f5c5d443040682b,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(b) There is minimal financial support from private firms due to disinterest and ignorance.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,17,673321669f5c5d443040682b,StemCellsFinalTest,Participant ID|Instructions|Q17 |Q2|Q9|Q14 |Q16|Q1 |Q5 |Q11|Q20|Q13 |Q19 |Q8|Q12|Q15|Q6 |Q7|Q10|Q18 |Q4|Q3|Debrief
11/07/2025 03:03,11/07/2025 03:17,IP Address,100,833,TRUE,11/07/2025 03:17,R_8QQxtKD5CJgIPZO,anonymous,EN,0.899999976,6704539fe462b87182866f14,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(d) The tendency for firms to prioritize profits over effectiveness of their medications.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.",(a) Statements 1 and 2,(c) Function as a indestructible repository for individual patient-specific data.,(d) It lowers the manufacturing cost of the drug by leveraging on patients’ stem cells.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,14,6704539fe462b87182866f14,StemCellsFinalTest,Participant ID|Instructions|Q15|Q8|Q6 |Q4|Q9|Q5 |Q3|Q16|Q20|Q12|Q19 |Q1 |Q2|Q14 |Q11|Q13 |Q18 |Q7|Q17 |Q10|Debrief
11/07/2025 03:07,11/07/2025 03:17,IP Address,100,624,TRUE,11/07/2025 03:17,R_2mLhrR3vABv0P52,anonymous,EN,1,6447a21bdb359b012f49465b,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.","(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(a) The disease was found to be caused by a virus.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,10,6447a21bdb359b012f49465b,StemCellsFinalTest,Participant ID|Instructions|Q10|Q1 |Q8|Q20|Q9|Q15|Q18 |Q13 |Q4|Q17 |Q11|Q19 |Q2|Q3|Q5 |Q16|Q14 |Q6 |Q12|Q7|Debrief
