StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent form,Prolific ID,Age,Gender ,Instructions check,Q1 ,Q2,Q3,Q4,Q5 ,Q6 ,Q7,Q8,Q9,Q10,Q11,Q12,Q13 ,Q14 ,Q15,Q16,Q17 ,Q18 ,Q19 ,Q20,Prior knowledge_1,JOL _1,Prior knowledge_1,JOL_1,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19 ,Q20,Prior knowledge_1,JOL_1,Prior knowledge_1,JOL_1,SC0,PROLIFIC_PID,RunningScore,QuestionCount,FL_14_DO,"RetrievalPractice,StemCells_DO","ElaboratedExplanation,StemCells_DO","RetrievalPractice,Psychedelics_DO","ElaboratedExplanation,Psychedelics_DO"
09/07/2025 03:07,09/07/2025 03:26,IP Address,100,1154,TRUE,09/07/2025 03:26,R_2AT3scyEe09k591,anonymous,EN,0,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",59e7232f24d7bf00012f112e,36,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,0,59e7232f24d7bf00012f112e,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E11|E10|E19|E2|E17|E16|E18|E14|E5|E8|E9|E7|E3|E13|E6|E15|E4|E12|E1|E20|Prior knowledge|JOL|Q140
09/07/2025 03:07,09/07/2025 03:27,IP Address,100,1157,TRUE,09/07/2025 03:27,R_2OxzvrvzQJX9rk5,anonymous,EN,0.200000003,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",6668c0560adc0e65f62c7c5f,21,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,0,6668c0560adc0e65f62c7c5f,0,0,"ElaboratedExplanation,StemCells",,Instructions|Video |Instructions|E6|E8|E3|E2|E9|E14|E5|E4|E12 |E19|E16|E1|E10 |E13 |E20 |E7 |E18|E11|E17|E15|Prior knowledge|JOL|Instructions,,
09/07/2025 03:04,09/07/2025 03:28,IP Address,100,1403,TRUE,09/07/2025 03:28,R_2f0KWEqzwizcPUB,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",62f108ab1d119c891d45ae6a,41,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,2,60,,,,,,,,,,,,,,,,,,,,,,,,,0,62f108ab1d119c891d45ae6a,0,0,"ElaboratedExplanation,StemCells",,Instructions|Video |Instructions|E8|E11|E5|E7 |E2|E20 |E9|E14|E15|E12 |E3|E6|E1|E17|E4|E10 |E19|E18|E13 |E16|Prior knowledge|JOL|Instructions,,
09/07/2025 03:07,09/07/2025 03:28,IP Address,100,1275,TRUE,09/07/2025 03:28,R_2EDVAH4ApfGgdNW,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",65537e14439274fe5036b4d2,38,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,66,0,65537e14439274fe5036b4d2,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E16|E18|E8|E3|E10|E20|E5|E13|E4|E2|E15|E6|E1|E11|E9|E19|E7|E17|E14|E12|Prior knowledge|JOL|Q140
09/07/2025 03:07,09/07/2025 03:28,IP Address,100,1273,TRUE,09/07/2025 03:28,R_2aKa4JebmO08gDD,anonymous,EN,1,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5e19961e1b8014222555c3b2,37,Male,Yes,(d)  iPSCs are simpler and faster to generate in the lab than embryonic stem cells,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(a) The overall impact of MND on a patient's quality of life and mobility.,(a) Statements 1 and 2,(b) The over-reliance on animal models that do not accurately predict human responses.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(a) The patient might have a different diet that interferes with the drug's mechanism.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(a) They lack the laboratory space to conduct cutting-edge experiments.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(c) Eliminate the need for animal testing in all medical research.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(a) To conduct research that was considered too dangerous for university labs.,"(c) By creating a new, safer version of Vioxx using genetic engineering.",(b) To re-screen the drug on diverse liver cell models for a potential new use.,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5e19961e1b8014222555c3b2,11,20,"RetrievalPractice,StemCells",Instructions|Video|Instructions|Q15|Q20|Q5 |Q14 |Q4|Q9|Q19 |Q16|Q18 |Q10|Q1 |Q17 |Q7|Q13 |Q8|Q2|Q12|Q11|Q6 |Q3|Prior knowledge|JOL |Instructions ,,,
09/07/2025 03:07,09/07/2025 03:28,IP Address,100,1260,TRUE,09/07/2025 03:28,R_8MyQodrHA6O5ExY,anonymous,EN,0.699999988,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",66a608dc0a4f33f35327e273,38,Female,Yes,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(a) Is this drug more effective than a placebo in a double-blind study?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,19,66a608dc0a4f33f35327e273,19,20,"RetrievalPractice,StemCells",Instructions|Video|Instructions|Q8|Q13 |Q9|Q5 |Q10|Q16|Q4|Q20|Q6 |Q7|Q3|Q14 |Q12|Q19 |Q15|Q2|Q18 |Q1 |Q17 |Q11|Prior knowledge|JOL |Instructions ,,,
09/07/2025 03:08,09/07/2025 03:29,IP Address,100,1265,TRUE,09/07/2025 03:29,R_2EpZYglIpWsNdcZ,anonymous,EN,1,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",6658b23d488052210af6eb17,37,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,1,24,,,,,,,,,,,,,,,,,,,,,,,,,0,6658b23d488052210af6eb17,0,0,"ElaboratedExplanation,StemCells",,Instructions|Video |Instructions|E15|E4|E2|E14|E13 |E3|E1|E20 |E17|E19|E7 |E5|E12 |E11|E10 |E8|E6|E9|E16|E18|Prior knowledge|JOL|Instructions,,
09/07/2025 03:08,09/07/2025 03:29,IP Address,100,1269,TRUE,09/07/2025 03:29,R_2IQ8ie2OMgn7jRT,anonymous,EN,0.200000003,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",6673e154af89f4f85eaa7c73,42,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,(a) Their association with counterculture and anti-war movements.,(d) halted progress on a promising mental health treatment approach.,(c) Creating a supportive therapeutic context for administration.,(b) intention and context of their application.,(d) They provided a profound emotional and spiritual connection.,(c) psychedelics can facilitate experiences that traditional rituals may not.,"(a) rigorous, scientific validation of therapeutic potential.",(b) Compelling preliminary data on safety and efficacy for mental illness.,(b) It aims to address the root causes of disorders.,(c) Statements 1 and 2,(a) a self-centered perspective to a broader awareness.,(a) strengthens the ego's control over thoughts and emotions.,(d) By reducing fear while increasing cognitive function,"(d) Statements 1, 2, 3 and 4",(a) It empowers the patient to access their own healing intelligence.,(c) Including non-drug psychotherapy sessions for integration.,(a) The therapeutic benefits appear to be durable and lasting.,(b) may offer a substantial improvement over existing therapies.,"(c) Medically supervised sessions for specific, approved conditions.",(a) re-establish psychedelics' legitimacy within the medical system.,2,40,,,19,6673e154af89f4f85eaa7c73,19,20,"RetrievalPractice,Psychedelics",,,Instructions|Video|Instructions|Q5|Q12|Q14|Q4|Q20|Q16|Q6|Q11|Q13|Q1|Q7|Q19 |Q15|Q10|Q3|Q17|Q9|Q8|Q18|Q2|Prior knowledge|JOL|Instructions,
09/07/2025 03:05,09/07/2025 03:29,IP Address,100,1437,TRUE,09/07/2025 03:29,R_2iX7t1Vu7MbjoJy,anonymous,EN,1,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",6304deb78f14a18b18ceed4a,40,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,,,(a) Their association with counterculture and anti-war movements.,(d) halted progress on a promising mental health treatment approach.,(c) Creating a supportive therapeutic context for administration.,(b) intention and context of their application.,(d) They provided a profound emotional and spiritual connection.,(c) psychedelics can facilitate experiences that traditional rituals may not.,"(a) rigorous, scientific validation of therapeutic potential.",(b) Compelling preliminary data on safety and efficacy for mental illness.,(b) It aims to address the root causes of disorders.,(a) Statement 1 only,(a) a self-centered perspective to a broader awareness.,(b) allows for a temporary dissolution of a rigid sense of self.,(d) By reducing fear while increasing cognitive function,(a) Statements 1 and 2,(a) It empowers the patient to access their own healing intelligence.,(c) Including non-drug psychotherapy sessions for integration.,(a) The therapeutic benefits appear to be durable and lasting.,(b) may offer a substantial improvement over existing therapies.,"(c) Medically supervised sessions for specific, approved conditions.",(a) re-establish psychedelics' legitimacy within the medical system.,4,62,,,18,6304deb78f14a18b18ceed4a,18,20,"RetrievalPractice,Psychedelics",,,Instructions|Video|Instructions|Q7|Q3|Q17|Q10|Q11|Q2|Q9|Q8|Q6|Q20|Q19 |Q1|Q15|Q18|Q4|Q14|Q16|Q12|Q13|Q5|Prior knowledge|JOL|Instructions,
09/07/2025 03:07,09/07/2025 03:29,IP Address,100,1370,TRUE,09/07/2025 03:29,R_8K8sJTiZzQyENOz,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5d62e42406ed5a001a2084f3,62,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5d62e42406ed5a001a2084f3,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E6|E7|E3|E8|E20|E5|E18|E12|E2|E17|E11|E1|E16|E15|E4|E13|E9|E19|E14|E10|Prior knowledge|JOL|Q140
09/07/2025 03:06,09/07/2025 03:29,IP Address,100,1405,TRUE,09/07/2025 03:29,R_8LFi9OPbKrbWCpP,anonymous,EN,0.200000003,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5caccbc4976d010014b9cd9d,39,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,,,(a) Their association with counterculture and anti-war movements.,(d) halted progress on a promising mental health treatment approach.,(c) Creating a supportive therapeutic context for administration.,(b) intention and context of their application.,(d) They provided a profound emotional and spiritual connection.,(c) psychedelics can facilitate experiences that traditional rituals may not.,"(a) rigorous, scientific validation of therapeutic potential.",(b) Compelling preliminary data on safety and efficacy for mental illness.,(b) It aims to address the root causes of disorders.,(a) Statement 1 only,(b) a state of confusion to one of logical clarity.,(c) increases the brain's filtering of incoming information.,(d) By reducing fear while increasing cognitive function,"(c) Statements 1, 3 and 4",(a) It empowers the patient to access their own healing intelligence.,(c) Including non-drug psychotherapy sessions for integration.,(a) The therapeutic benefits appear to be durable and lasting.,(b) may offer a substantial improvement over existing therapies.,"(c) Medically supervised sessions for specific, approved conditions.",(a) re-establish psychedelics' legitimacy within the medical system.,2,60,,,16,5caccbc4976d010014b9cd9d,16,20,"RetrievalPractice,Psychedelics",,,Instructions|Video|Instructions|Q15|Q9|Q14|Q4|Q6|Q20|Q18|Q16|Q12|Q5|Q19 |Q2|Q1|Q11|Q17|Q10|Q8|Q13|Q7|Q3|Prior knowledge|JOL|Instructions,
09/07/2025 03:08,09/07/2025 03:30,IP Address,100,1305,TRUE,09/07/2025 03:30,R_8cA5USsB9nTYdot,anonymous,EN,0.400000006,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5fb8dc3c8e8e964121c6aa4c,48,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,2,60,,,,,,,,,,,,,,,,,,,,,,,,,0,5fb8dc3c8e8e964121c6aa4c,0,0,"ElaboratedExplanation,StemCells",,Instructions|Video |Instructions|E4|E5|E8|E11|E10 |E19|E3|E1|E9|E12 |E18|E20 |E13 |E7 |E2|E16|E17|E15|E14|E6|Prior knowledge|JOL|Instructions,,
09/07/2025 03:07,09/07/2025 03:30,IP Address,100,1373,TRUE,09/07/2025 03:30,R_2nTUDTViQ1I6tVi,anonymous,EN,1,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5eaadc0a7adeb404eea9c3c0,31,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,0,5eaadc0a7adeb404eea9c3c0,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E6|E12|E14|E16|E9|E4|E18|E8|E5|E19|E15|E20|E7|E11|E3|E2|E13|E17|E10|E1|Prior knowledge|JOL|Q140
09/07/2025 03:05,09/07/2025 03:30,IP Address,100,1497,TRUE,09/07/2025 03:30,R_2fHXtBznn77iTfe,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",67d00ceb0de1512e5669d4c5,52,Male,Yes,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(a) The lack of funding for late-stage clinical trials in human subjects.,"(a) It would eliminate the need for clinical trials, reducing the timeline to under five years.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(d) To allow any person to have their own personal stem cell line for therapy.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.",(d) It can perfectly reconstruct the damaged tissue after the disease has progressed.,(c) Eliminate the need for animal testing in all medical research.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(d) By proving the drug was completely safe for all genetic subtypes.,(c) To create a new group of patients who would not experience arthritis.,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,13,67d00ceb0de1512e5669d4c5,13,20,"RetrievalPractice,StemCells",Instructions|Video|Instructions|Q5 |Q3|Q16|Q12|Q2|Q20|Q10|Q8|Q13 |Q6 |Q17 |Q19 |Q15|Q7|Q4|Q14 |Q18 |Q9|Q11|Q1 |Prior knowledge|JOL |Instructions ,,,
09/07/2025 03:10,09/07/2025 03:30,IP Address,100,1212,TRUE,09/07/2025 03:30,R_20renBWUy3qXkiU,anonymous,EN,0.400000006,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",66acbaf5c803ca1a1ef3f056,27,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,61,0,66acbaf5c803ca1a1ef3f056,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E20|E10|E17|E16|E8|E7|E19|E13|E6|E2|E3|E1|E15|E11|E9|E4|E12|E5|E14|E18|Prior knowledge|JOL|Q140
09/07/2025 03:09,09/07/2025 03:30,IP Address,100,1310,TRUE,09/07/2025 03:30,R_811iKQxzKn1VEjh,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5f06234e59035e156f46d69a,34,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,(a) Their association with counterculture and anti-war movements.,(d) halted progress on a promising mental health treatment approach.,(c) Creating a supportive therapeutic context for administration.,(b) intention and context of their application.,(d) They provided a profound emotional and spiritual connection.,(c) psychedelics can facilitate experiences that traditional rituals may not.,"(a) rigorous, scientific validation of therapeutic potential.",(b) Compelling preliminary data on safety and efficacy for mental illness.,(b) It aims to address the root causes of disorders.,(c) Statements 1 and 2,(d) an emotional state to a purely rational one.,"(d) enhances the creation of a stable, personal narrative.",(d) By reducing fear while increasing cognitive function,"(d) Statements 1, 2, 3 and 4",(a) It empowers the patient to access their own healing intelligence.,(c) Including non-drug psychotherapy sessions for integration.,(d) The therapy works better than any other treatment available.,(d) has completed all necessary research and is ready for market.,"(c) Medically supervised sessions for specific, approved conditions.",(a) re-establish psychedelics' legitimacy within the medical system.,1,60,,,16,5f06234e59035e156f46d69a,16,20,"RetrievalPractice,Psychedelics",,,Instructions|Video|Instructions|Q6|Q15|Q12|Q8|Q4|Q5|Q10|Q18|Q2|Q14|Q20|Q13|Q9|Q19 |Q7|Q17|Q16|Q11|Q1|Q3|Prior knowledge|JOL|Instructions,
09/07/2025 03:09,09/07/2025 03:31,IP Address,100,1302,TRUE,09/07/2025 03:31,R_8HuFfZ1Q1IYAekX,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5d920df12b679a00182bbc73,39,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,0,5d920df12b679a00182bbc73,0,0,"ElaboratedExplanation,StemCells",,Instructions|Video |Instructions|E5|E11|E6|E16|E9|E1|E20 |E2|E4|E19|E10 |E17|E18|E15|E8|E12 |E13 |E3|E14|E7 |Prior knowledge|JOL|Instructions,,
